SESSION,DATE,landmarkid,utme,utmn,clan
S12195,2/20/2013,Holy Grail Den (HZ),0,0,happy zebra
S12196,2/20/2013,Holy Grail Den (HZ),748955,9840016,happy zebra
S12196,2/20/2013,Egyptian Goose (HZ),718293,9840138,happy zebra
S12197,2/23/2013,Holy Grail Den (HZ),0,0,happy zebra
S12198,2/25/2013,Holy Grail Den (HZ),0,0,happy zebra
S12200,2/25/2013,Egyptian Goose (HZ),718322,9839772,happy zebra
S12201,2/25/2013,Pride Rock (HZ),718404,9839772,happy zebra
S12202,2/25/2013,Holy Grail Den (HZ),0,0,happy zebra
S12202,2/25/2013,Holy Grail Den (HZ),718926,9840043,happy zebra
S12202,2/25/2013,Holy Grail Den (HZ),0,0,happy zebra
S12203,2/26/2013,Holy Grail Den (HZ),0,0,happy zebra
S12204,3/1/2013,Holy Grail Den (HZ),0,0,happy zebra
S12205,3/1/2013,LBJ X (HZ?),719829,9840091,happy zebra
S12206,3/3/2013,Holy Grail Den (HZ),0,0,happy zebra
S12207,3/3/2013,Masai Mama Tree (HZ?),721149,9842842,happy zebra
S12208,3/4/2013,Egyptian Goose (HZ),0,0,happy zebra
S12209,3/4/2013,Holy Grail Den (HZ),0,0,happy zebra
S12210,3/9/2013,Holy Grail Den (HZ),0,0,happy zebra
S12211,3/11/2013,Amazon Den (HZ),0,0,happy zebra
S12212,3/11/2013,Holy Grail Den (HZ),0,0,happy zebra
S12213,3/14/2013,Holy Grail Den (HZ),0,0,happy zebra
S12215,3/14/2013,Egyptian Goose (HZ),718083,9840229,happy zebra
S12216,3/14/2013,Sneaky Crossing (HZ),717345,9841738,happy zebra
S12216.1,3/15/2013,Amazon Den (HZ),0,0,happy zebra
S12217,3/15/2013,Burnt Crossing (Olare?),715937,9841415,happy zebra
S12218,3/15/2013,9km Marker (HZ),717539,9841821,happy zebra
S12219,3/15/2013,Holy Grail Den (HZ),0,0,happy zebra
S12220,3/17/2013,North Waterhole (HZ),0,0,happy zebra
S12221,3/17/2013,Holy Grail Den (HZ),0,0,happy zebra
S12222,3/17/2013,Comatose Culvert (HZ),718018,9841551,happy zebra
S12223,3/17/2013,Sneaky Crossing (HZ),717670,9841366,happy zebra
S12224,3/17/2013,Comatose Culvert (HZ),718377,9841289,happy zebra
S12225,3/18/2013,Sneaky Crossing (HZ),717116,9841646,happy zebra
S12226,3/18/2013,Pride Rock (HZ),718380,9839493,happy zebra
S12227,3/18/2013,Holy Grail Den (HZ),0,0,happy zebra
S12228,3/18/2013,Egyptian Goose (HZ),718461,9840782,happy zebra
S12230,3/22/2013,Holy Grail Den (HZ),0,0,happy zebra
S12231,3/22/2013,Scrawny Sausage Tree (HZ),719858,9839532,happy zebra
S12232,3/22/2013,Egyptian Goose (HZ),0,0,happy zebra
S12233,3/23/2013,Holy Grail Den (HZ),0,0,happy zebra
S12233,3/23/2013,Holy Grail Den (HZ),0,0,happy zebra
S12234,3/23/2013,9km Marker (HZ),717792,9841943,happy zebra
S12235,3/23/2013,,716954,9841577,happy zebra
S12236,3/23/2013,Knot Tree (North),0,0,happy zebra
S12237,3/24/2013,Holy Grail Den (HZ),0,0,happy zebra
S12238,3/26/2013,Holy Grail Den (HZ),0,0,happy zebra
S12239,4/2/2013,Holy Grail Den (HZ),0,0,happy zebra
S12241,4/8/2013,Holy Grail Den (HZ),0,0,happy zebra
S12240,4/8/2013,9km Marker (HZ),718079,9842227,happy zebra
S12242,4/23/2013,Holy Grail Den (HZ),0,0,happy zebra
S12242,4/23/2013,Holy Grail Den (HZ),718956,9840008,happy zebra
S12242,4/23/2013,Holy Grail Den (HZ),0,0,happy zebra
S12243,4/25/2013,Holy Grail Den (HZ),0,0,happy zebra
S12244,4/25/2013,Comatose Culvert (HZ),717784,9841705,happy zebra
S12245,4/26/2013,Holy Grail Den (HZ),0,0,happy zebra
S12246,4/26/2013,Comatose Culvert (HZ),718366,9841306,happy zebra
S12247,5/5/2013,Holy Grail Den (HZ),0,0,happy zebra
S12248,5/7/2013,Holy Grail Den (HZ),0,0,happy zebra
S12249,5/10/2013,Holy Grail Den (HZ),0,0,happy zebra
S12250,5/10/2013,Holy Grail Den (HZ),0,0,happy zebra
S12251,5/12/2013,Comatose Culvert (HZ),718172,9840721,happy zebra
S12252,5/12/2013,Egyptian Goose (HZ),718313,9840318,happy zebra
S12253,5/12/2013,Holy Grail Den (HZ),0,0,happy zebra
S12254,5/13/2013,Holy Grail Den (HZ),0,0,happy zebra
S12255,5/13/2013,Holy Grail Den (HZ),0,0,happy zebra
S12256,5/14/2013,9km Marker (HZ),0,0,happy zebra
S12256,5/14/2013,Comatose Culvert (HZ),0,0,happy zebra
S12257,5/14/2013,Holy Grail Den (HZ),0,0,happy zebra
S12258,5/16/2013,Comatose Culvert (HZ),718479,9841017,happy zebra
S12259,5/16/2013,Holy Grail Den (HZ),0,0,happy zebra
S12260,5/17/2013,Holy Grail Den (HZ),0,0,happy zebra
S12261,5/17/2013,Culvert City (HZ),718297,9842674,happy zebra
S12261,5/17/2013,Knot Tree (North),718890,9842695,happy zebra
S12262,5/18/2013,Holy Grail Den (HZ),0,0,happy zebra
S12263,5/19/2013,Blowin' in the Wind Tree (North),720986,9844133,happy zebra
S12264,5/19/2013,Sprout (South),720058,9842876,happy zebra
S12266,5/19/2013,Lost Turtle Lugga Crossing (),717941,9839641,happy zebra
S12267,5/20/2013,Holy Grail Den (HZ),0,0,happy zebra
S12268,5/21/2013,Holy Grail Den (HZ),0,0,happy zebra
S12269,5/21/2013,Holy Grail Den (HZ),0,0,happy zebra
S12269.1,5/22/2013,Holy Grail Den (HZ),0,0,happy zebra
S12270,5/24/2013,Inselberg View (),717371,9838814,happy zebra
S12271,5/24/2013,Holy Grail Den (HZ),0,0,happy zebra
S12272,5/24/2013,9km Marker (HZ),0,0,happy zebra
S12273,5/26/2013,Lost Turtle Lugga Crossing (),717870,9839367,happy zebra
S12274,5/26/2013,Sneaky Crossing (HZ),726558,9840499,happy zebra
S12275,5/26/2013,Burnt Crossing (Olare?),716318,9841140,happy zebra
S12276,5/27/2013,Blowin' in the Wind Tree (North),721069,9844160,happy zebra
S12277,5/27/2013,Sneaky Crossing (HZ),719543,9840548,happy zebra
S12278,5/27/2013,Egyptian Goose (HZ),718276,9839773,happy zebra
S12279,5/27/2013,Holy Grail Den (HZ),0,0,happy zebra
S12280,5/27/2013,Egyptian Goose (HZ),718477,9840756,happy zebra
S12281,5/28/2013,Holy Grail Den (HZ),0,0,happy zebra
S12282,5/28/2013,Comatose Culvert (HZ),718470,9841090,happy zebra
S12283,5/28/2013,Comatose Culvert (HZ),0,0,happy zebra
S12284,5/28/2013,Holy Grail Den (HZ),0,0,happy zebra
S12286,5/31/2013,Culvert City (HZ),718562,9842772,happy zebra
S12287,5/31/2013,Culvert City (HZ),718324,9842695,happy zebra
S12289,5/31/2013,Holy Grail Den (HZ),0,0,happy zebra
S12290,6/2/2013,Egyptian Goose (HZ),0,0,happy zebra
S12291,6/2/2013,Holy Grail Den (HZ),0,0,happy zebra
S12292,6/2/2013,9km Marker (HZ),718052,9841862,happy zebra
S11855,6/2/2013,Knot Tree (North),0,0,happy zebra
S12294,6/2/2013,God Bless America Tree (North),720794,9844042,happy zebra
S12295,6/5/2013,Holy Grail Den (HZ),0,0,happy zebra
S12296,6/5/2013,Metropolitan Tree (HZ),0,0,happy zebra
S12297,6/5/2013,Egyptian Goose (HZ),718457,9840773,happy zebra
S12298,6/5/2013,Pride Rock (HZ),718409,9838971,happy zebra
S12299,6/6/2013,Egyptian Goose (HZ),718211,9839812,happy zebra
S12300,6/6/2013,Egyptian Goose (HZ),718305,9839789,happy zebra
S12300.1,6/6/2013,Egyptian Goose (HZ),718305,9839789,happy zebra
S12301,6/6/2013,Holy Grail Den (HZ),0,0,happy zebra
S12302,6/8/2013,Little Crossing (),717315,9839178,happy zebra
S12303,6/8/2013,Holy Grail Den (HZ),0,0,happy zebra
S12304,6/9/2013,Holy Grail Den (HZ),0,0,happy zebra
S12305,6/9/2013,Serena Maji Fisi (HZ),0,0,happy zebra
S12306,6/9/2013,Egyptian Goose (HZ),718287,9840132,happy zebra
S12307,6/9/2013,Little Crossing (),717482,9839143,happy zebra
S12309,6/10/2013,Egyptian Goose (HZ),718462,9840771,happy zebra
S12309,6/10/2013,Sneaky Crossing (HZ),717319,9841343,happy zebra
S12310,6/12/2013,Lost Turtle Lugga Crossing (),717468,9839213,happy zebra
S12311,6/12/2013,Holy Grail Den (HZ),0,0,happy zebra
S12312,6/13/2013,Comatose Culvert (HZ),718470,9841085,happy zebra
S12313,6/13/2013,Egyptian Goose (HZ),718346,9840751,happy zebra
S12314,6/13/2013,Holy Grail Den (HZ),0,0,happy zebra
S12315,6/16/2013,Egyptian Goose (HZ),718139,9840357,happy zebra
S12316,6/16/2013,Egyptian Goose (HZ),718367,9840702,happy zebra
S12317,6/16/2013,Holy Grail Den (HZ),0,0,happy zebra
S12318,6/17/2013,Lost Turtle Lugga Crossing (),716850,9839462,happy zebra
S12319,6/17/2013,Lost Turtle Lugga Crossing (),717427,9839386,happy zebra
S12320,6/17/2013,Egyptian Goose (HZ),718099,9839755,happy zebra
S12321,6/17/2013,Holy Grail Den (HZ),0,0,happy zebra
S12322,6/17/2013,Comatose Culvert (HZ),718475,9840853,happy zebra
S12323,6/18/2013,Sleepy Lion Mound (HZ),716277,9840329,happy zebra
S12324,6/18/2013,Lost Turtle Lugga Crossing (),718025,9839637,happy zebra
S12325,6/18/2013,Baobab Tree (HZ),0,0,happy zebra
S12327,6/18/2013,Egyptian Goose (HZ),718441,9840707,happy zebra
S12327,6/18/2013,Comatose Culvert (HZ),718310,9840878,happy zebra
S12328,6/18/2013,Holy Grail Den (HZ),718900,9840536,happy zebra
S12329,6/18/2013,Holy Grail Den (HZ),0,0,happy zebra
S12330,6/20/2013,Holy Grail Den (HZ),0,0,happy zebra
S12331,6/21/2013,Sleepy Lion Mound (HZ),716037,9840135,happy zebra
S12332,6/21/2013,Inselberg View (),716445,9839171,happy zebra
S12333,6/21/2013,Inselberg View (),716805,9838860,happy zebra
S12334,6/21/2013,Holy Grail Den (HZ),0,0,happy zebra
S12335,6/22/2013,Holy Grail Den (HZ),0,0,happy zebra
S12336,6/22/2013,Inselberg View (),7171718,9839001,happy zebra
S12337,6/22/2013,Comatose Culvert (HZ),718475,9841039,happy zebra
S12337,6/22/2013,Comatose Culvert (HZ),0,0,happy zebra
S12338,6/22/2013,Lost Turtle Lugga Crossing (),717248,9839957,happy zebra
S12339,6/22/2013,Egyptian Goose (HZ),0,0,happy zebra
S12340,6/22/2013,Holy Grail Den (HZ),0,0,happy zebra
S12341,6/22/2013,Culvert City (HZ),718317,9842688,happy zebra
S12342,6/23/2013,Holy Grail Den (HZ),0,0,happy zebra
S12343,6/24/2013,Comatose Culvert (HZ),717946,9841795,happy zebra
S12344,6/24/2013,Egyptian Goose (HZ),718425,9840640,happy zebra
S12345,6/24/2013,Holy Grail Den (HZ),0,0,happy zebra
S12346,6/25/2013,Holy Grail Den (HZ),0,0,happy zebra
S12347,6/25/2013,Egyptian Goose (HZ),718289,9840122,happy zebra
S12348,6/25/2013,Sleepy Lion Mound (HZ),716051,9839881,happy zebra
S12348,6/25/2013,Sleepy Lion Mound (HZ),715835,9840293,happy zebra
S12348,6/25/2013,Sleepy Lion Mound (HZ),716051,9839881,happy zebra
S12349,6/25/2013,Sleepy Lion Mound (HZ),715777,9839724,happy zebra
S12350,6/25/2013,9km Marker (HZ),717912,9842047,happy zebra
S12352,6/25/2013,Sneezy Trees (HZ),715473,9838521,happy zebra
S12353,6/25/2013,Holy Grail Den (HZ),0,0,happy zebra
S12354,6/26/2013,Grumpy Baby Elephant Crossing (HZ),716865,9841017,happy zebra
S12355,6/26/2013,Happy Umbrella Tree (HZ),716590,9840620,happy zebra
S12356,6/26/2013,Holy Grail Den (HZ),0,0,happy zebra
S12357,6/27/2013,North Waterhole (HZ),0,0,happy zebra
S12358,6/27/2013,Comatose Culvert (HZ),718339,9841338,happy zebra
S12359,6/27/2013,Comatose Culvert (HZ),0,0,happy zebra
S12360,6/27/2013,Happy Umbrella Tree (HZ),0,0,happy zebra
S12361,6/27/2013,Holy Grail Den (HZ),0,0,happy zebra
S12362,6/27/2013,9km Marker (HZ),718173,9842192,happy zebra
S12363,6/30/2013,Sleepy Lion Mound (HZ),0,0,happy zebra
S12364,6/30/2013,Holy Grail Den (HZ),0,0,happy zebra
S12365,7/2/2013,Lost Turtle Lugga Crossing (),717455,9839203,happy zebra
S12366,7/2/2013,9km Marker (HZ),718044,9841879,happy zebra
S12367,7/2/2013,Holy Grail Den (HZ),0,0,happy zebra
S12367.1,7/5/2013,Holy Grail Den (HZ),0,0,happy zebra
S12368,7/5/2013,Ballerina Tree (South),717222,9842507,happy zebra
S12369,7/5/2013,Lost Turtle Lugga Crossing (),717604,9839330,happy zebra
S12370,7/6/2013,Happy Umbrella Tree (HZ),0,0,happy zebra
S12371,7/6/2013,Holy Grail Den (HZ),0,0,happy zebra
S12373,7/10/2013,Holy Grail Den (HZ),0,0,happy zebra
S12374,7/10/2013,Sprout (South),720370,9843514,happy zebra
S12375,7/12/2013,Holy Grail Den (HZ),0,0,happy zebra
S12376,7/13/2013,Sleepy Lion Mound (HZ),0,0,happy zebra
S12377,7/13/2013,Sneaky Crossing (HZ),717042,9841471,happy zebra
S12378,7/13/2013,9km Marker (HZ),717800,9841948,happy zebra
S12379,7/13/2013,Holy Grail Den (HZ),0,0,happy zebra
S12380,7/15/2013,Holy Grail Den (HZ),0,0,happy zebra
S12381,7/15/2013,Gettysburg Den (HZ),0,0,happy zebra
S12382,7/15/2013,LBJ X (HZ?),719814,9840221,happy zebra
S12383,7/16/2013,Egyptian Goose (HZ),0,0,happy zebra
S12384,7/16/2013,Holy Grail Den (HZ),0,0,happy zebra
S12385,7/16/2013,Gettysburg Den (HZ),0,0,happy zebra
S12386,7/16/2013,Holy Grail Den (HZ),0,0,happy zebra
S12387,7/18/2013,Gettysburg Den (HZ),0,0,happy zebra
S12388,7/18/2013,Grumpy Baby Elephant Crossing (HZ),716962,9840993,happy zebra
S12389,7/18/2013,Happy Umbrella Tree (HZ),0,0,happy zebra
S12389,7/18/2013,Sleepy Lion Mound (HZ),0,0,happy zebra
S12390,7/19/2013,9km Marker (HZ),717573,9841819,happy zebra
S12391,7/19/2013,LBJ X (HZ?),719885,9840218,happy zebra
S12391,7/19/2013,Gettysburg Den (HZ),0,0,happy zebra
S12392,7/19/2013,Holy Grail Den (HZ),0,0,happy zebra
S12393,7/21/2013,Gettysburg Den (HZ),0,0,happy zebra
S12395,7/22/2013,Holy Grail Den (HZ),0,0,happy zebra
S12395.1,7/22/2013,Gettysburg Den (HZ),0,0,happy zebra
S12396,7/22/2013,Holy Grail Den (HZ),0,0,happy zebra
S12397,7/22/2013,9km Marker (HZ),718079,9842220,happy zebra
S12398,7/24/2013,Pride Rock (HZ),718409,9839279,happy zebra
S12399,7/24/2013,Gettysburg Den (HZ),0,0,happy zebra
S12399,7/24/2013,Gettysburg Den (HZ),719271,9839860,happy zebra
S12399,7/24/2013,Gettysburg Den (HZ),0,0,happy zebra
S12400,7/25/2013,Sneaky Crossing (HZ),717978,9840669,happy zebra
S12401,7/26/2013,Rocky Ridge (HZ),720417,9840850,happy zebra
S12402,7/27/2013,LBJ X (HZ?),720159,9839922,happy zebra
S12403,7/27/2013,Schmutzy Den (HZ),0,0,happy zebra
S12404,7/27/2013,Comatose Culvert (HZ),718208,9841482,happy zebra
S12405,7/28/2013,Schmutzy Den (HZ),0,0,happy zebra
S12406,7/28/2013,Blowin' in the Wind Tree (North),721231,9844235,happy zebra
S12407,7/29/2013,God Bless America Tree (North),720710,9843988,happy zebra
S12408,7/29/2013,Schmutzy Den (HZ),0,0,happy zebra
S12409.1,7/29/2013,Schmutzy Den (HZ),,,happy zebra
S12409,7/29/2013,Serena Maji Fisi (HZ),719278,9838394,happy zebra
S12410,7/30/2013,Schmutzy Den (HZ),0,0,happy zebra
S12411,7/30/2013,Sneaky Crossing (HZ),717183,9841627,happy zebra
S12412,7/30/2013,Comatose Culvert (HZ),717553,9841782,happy zebra
S12413,7/30/2013,Schiphol Den (North),0,0,happy zebra
S12414,7/30/2013,Schmutzy Den (HZ),720073,9839941,happy zebra
S12415,7/31/2013,Schmutzy Den (HZ),0,0,happy zebra
S12416,7/31/2013,Blowin' in the Wind Tree (North),721203,9844225,happy zebra
S12417,8/2/2013,Schmutzy Den (HZ),0,0,happy zebra
S12418,8/2/2013,Schmutzy Den (HZ),0,0,happy zebra
S12419,8/2/2013,Schmutzy Den (HZ),0,0,happy zebra
S12420,8/2/2013,Schmutzy Den (HZ),720068,9839916,happy zebra
S12421,8/4/2013,Sprout (South),720355,9843491,happy zebra
S12422,8/4/2013,Schmutzy Den (HZ),0,0,happy zebra
S12423,8/5/2013,Schmutzy Den (HZ),0,0,happy zebra
S12424,8/5/2013,Knot Tree (North),718818,9842724,happy zebra
S12425,8/7/2013,Knot Tree (North),718658,9842772,happy zebra
S12426,8/7/2013,Schiphol Den (North),0,0,happy zebra
S12426.1,8/7/2013,Schmutzy Den (HZ),0,0,happy zebra
S12427,8/8/2013,Comatose Culvert (HZ),718324,9841311,happy zebra
S12427,8/8/2013,Comatose Culvert (HZ),718413,9841232,happy zebra
S12427,8/8/2013,Comatose Culvert (HZ),718355,9840841,happy zebra
S12428,8/8/2013,Schmutzy Den (HZ),0,0,happy zebra
S12429,8/9/2013,Schmutzy Den (HZ),720235,9839648,happy zebra
S12429,8/9/2013,Schmutzy Den (HZ),0,0,happy zebra
S12430,8/9/2013,Rocky Spot (),720420,9840022,happy zebra
S12431,8/9/2013,Schmutzy Den (HZ),0,0,happy zebra
S12432,8/10/2013,Schmutzy Den (HZ),0,0,happy zebra
S12433,8/10/2013,Schmuck Den (HZ),0,0,happy zebra
S12434,8/12/2013,Schmuck Den (HZ),0,0,happy zebra
S12434.1,8/12/2013,Sleepy Lion Mound (HZ),715985,9840063,happy zebra
S12435,8/14/2013,Schmuck Den (HZ),0,0,happy zebra
S12436,8/14/2013,Schmuck Den (HZ),720120,9840123,happy zebra
S12437,8/15/2013,Burnt Crossing (Olare?),715989,9841345,happy zebra
S12438,8/15/2013,Ambush Gardenia (),719289,9845215,happy zebra
S12439,8/15/2013,,712825,9835590,happy zebra
S12440,8/15/2013,Island Lugga (),714583,9837271,happy zebra
S12441,8/18/2013,LBJ X (HZ?),719718,9840307,happy zebra
S12442,8/18/2013,Schmuck Den (HZ),0,0,happy zebra
S12443,8/19/2013,Schmuck Den (HZ),0,0,happy zebra
S12444,8/20/2013,Scrawny Sausage Tree (HZ),729647,9838716,happy zebra
S12445,8/21/2013,Schmuck Den (HZ),0,0,happy zebra
S12446,8/21/2013,Schmuck Den (HZ),0,0,happy zebra
S12447,8/21/2013,Grumpy Baby Elephant Crossing (HZ),716458,9841371,happy zebra
S12448,8/21/2013,Gobi Crossing (),714514,9840492,happy zebra
S12449,8/22/2013,Happy Umbrella Tree (HZ),0,0,happy zebra
S12450,8/22/2013,Schmuck Den (HZ),0,0,happy zebra
S12451,8/23/2013,Culvert City (HZ),0,0,happy zebra
S12452,8/23/2013,Burnt Crossing (Olare?),715928,9841470,happy zebra
S12453,8/24/2013,Comatose Culvert (HZ),718463,9841114,happy zebra
S12454,8/24/2013,Scrawny Sausage Tree (HZ),720086,9839387,happy zebra
S12456,8/24/2013,Schmuck Den (HZ),720298,9839773,happy zebra
S12456,8/24/2013,Schmuck Den (HZ),720259,9839664,happy zebra
S12457,8/24/2013,Schmuck Den (HZ),0,0,happy zebra
S12458,8/25/2013,Rocky Ridge (HZ),721136,9840108,happy zebra
S12459,8/25/2013,LBJ X (HZ?),0,0,happy zebra
S12460,8/25/2013,LBJ X (HZ?),719898,9840220,happy zebra
S12460,8/25/2013,Egyptian Goose (HZ),718728,9840675,happy zebra
S12461,8/27/2013,Rocky Ridge (HZ),721163,9840367,happy zebra
S12462,8/27/2013,Rocky Ridge (HZ),721252,9840233,happy zebra
S12463,8/27/2013,Rocky Ridge (HZ),720694,9840452,happy zebra
S12464,8/28/2013,Oy Vey Den (HZ),0,0,happy zebra
S12465,8/30/2013,Oy Vey Den (HZ),0,0,happy zebra
S12465.1,8/30/2013,Burnt Crossing (Olare?),716092,9841317,happy zebra
S12466,8/31/2013,Oy Vey Den (HZ),0,0,happy zebra
S12467,8/31/2013,Blowin' in the Wind Tree (North),721196,9844141,happy zebra
S12468,9/3/2013,Oy Vey Den (HZ),0,0,happy zebra
S12469,9/5/2013,Oy Vey Den (HZ),0,0,happy zebra
S12470,9/5/2013,Men's Room (HZ),720332,9838558,happy zebra
S12471,9/5/2013,Burnt Crossing (Olare?),716127,9841313,happy zebra
S12472,9/5/2013,LBJ X (HZ?),720347,9839548,happy zebra
S12473,9/5/2013,LBJ X (HZ?),720347,9839548,happy zebra
S12474,9/5/2013,Scrawny Sausage Tree (HZ),0,0,happy zebra
S12475,9/6/2013,Oy Vey Den (HZ),0,0,happy zebra
S12476,9/6/2013,Oy Vey Den (HZ),721114,9839931,happy zebra
S12477,9/8/2013,Mashugana (HZ),0,0,happy zebra
S12478,9/8/2013,Grumpy Baby Elephant Crossing (HZ),717003,9841395,happy zebra
S12479,9/9/2013,Mashugana Den II (HZ),0,0,happy zebra
S12480,9/12/2013,Mashugana Den II (HZ),0,0,happy zebra
S12480.1,9/14/2013,Mashugana (HZ),0,0,happy zebra
S12481,9/14/2013,LBJ X (HZ?),0,0,happy zebra
S12482,9/15/2013,LBJ X (HZ?),0,0,happy zebra
S12483,9/15/2013,Mashugana Den II (HZ),0,0,happy zebra
S12484,9/19/2013,LBJ X (HZ?),0,0,happy zebra
S12485,9/19/2013,Serena Maji Fisi (HZ),0,0,happy zebra
S12486,9/19/2013,Mashugana Den II (HZ),0,0,happy zebra
S12487,9/23/2013,LBJ X (HZ?),0,0,happy zebra
S12488,9/23/2013,Rocky Ridge (HZ),720442,9840190,happy zebra
S12489,9/23/2013,Rocky Ridge (HZ),720432,9840753,happy zebra
S12490,9/24/2013,Rocky Ridge (HZ),720450,9840628,happy zebra
S12491,9/24/2013,Rocky Ridge (HZ),720650,9840466,happy zebra
S12492,9/24/2013,LBJ X (HZ?),0,0,happy zebra
S12493,10/1/2013,Bubula Den (HZ),0,0,happy zebra
S12494,10/1/2013,Egyptian Goose (HZ),718328,9839756,happy zebra
S12495,10/1/2013,Egyptian Goose (HZ),718347,9839800,happy zebra
S12496,10/2/2013,Breakfast Bush (North),719246,9840506,happy zebra
S12498,10/2/2013,Bubula Den (HZ),0,0,happy zebra
S12499,10/5/2013,The Giver (HZ),718557,9838621,happy zebra
S12500,10/5/2013,Egyptian Goose (HZ),0,0,happy zebra
S12501,10/6/2013,Pride Rock (HZ),0,0,happy zebra
S12503,10/9/2013,Egyptian Goose (HZ),718323,9839776,happy zebra
S12504,10/9/2013,Egyptian Goose (HZ),718450,9840517,happy zebra
S12505,10/14/2013,Egyptian Goose (HZ),0,0,happy zebra
